City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,vuktyl,63.8567,57.3094,-16.47,100,86,1.24,RU,1741814983
292,keita,14.7551,5.7749,30.85,13,16,3.14,NE,1741814983
293,semnan,35.5729,53.3971,11.94,48,14,2.59,IR,1741814983
294,lib,8.3122,167.3766,27.2,82,63,10.56,MH,1741814983
295,nuuk,64.1835,-51.7216,5.34,70,100,5.66,GL,1741814984
296,freetown,8.484,-13.2299,23.87,79,58,2.79,SL,1741814984
297,tofol,5.3248,163.0078,27.88,78,75,2.06,FM,1741814984
298,shakhtersk,48.0625,38.5167,9.0,82,100,3.79,UA,1741814984
299,villa gesell,-37.2639,-56.973,15.69,64,98,4.78,AR,1741814984
300,san antonio de pale,-1.4014,5.6325,27.6,80,99,7.09,GQ,1741814984
301,muscat,23.6139,58.5922,26.84,37,4,1.36,OM,1741814984
302,cesano boscone,45.4421,9.0945,10.09,95,40,2.06,IT,1741814984
303,dzhubga,44.3211,38.7039,10.8,69,97,2.26,RU,1741814985
304,nadym,65.5333,72.5167,-2.31,96,100,9.53,RU,1741814985
305,murzuq,25.9155,13.9184,23.22,43,85,2.44,LY,1741814985
306,wegorzewo,54.2157,21.7372,7.14,82,87,3.32,PL,1741814985
307,kismayo,-0.3582,42.5454,26.19,83,100,5.73,SO,1741814985
308,zemio,5.0314,25.1361,26.26,26,50,1.21,CF,1741814985
309,kingston,17.997,-76.7936,30.09,70,20,4.63,JM,1741814985
310,surgut,61.25,73.4167,-5.9,100,75,6.0,RU,1741814986
311,tromso,69.6496,18.957,-3.99,58,0,7.2,NO,1741814986
312,mossel bay,-34.1831,22.146,19.91,92,21,2.39,ZA,1741814986
313,fortuna,40.5982,-124.1573,8.29,93,75,4.12,US,1741814986
314,chadron,42.8294,-102.9999,18.87,19,0,4.12,US,1741814986
315,jinjiang,24.8198,118.5741,19.43,94,87,1.15,CN,1741814986
316,antsiranana,-12.2787,49.2917,24.6,90,87,2.83,MG,1741814986
317,kourou,5.1552,-52.6478,25.4,90,86,4.04,GF,1741814987
318,bodaybo,57.8506,114.1933,-17.94,100,100,0.39,RU,1741814987
319,promyshlennaya,54.9159,85.6385,-22.47,100,98,1.61,RU,1741814987
320,muroto-misakicho,33.2833,134.15,15.54,79,84,3.3,JP,1741814987
321,kuqa,41.7278,82.9364,5.7,27,0,2.13,CN,1741814987
322,road town,18.4167,-64.6167,27.02,74,40,2.57,VG,1741814987
323,andergrove,-21.0833,149.1833,24.96,82,15,5.74,AU,1741814987
324,high river,50.5834,-113.8687,4.62,54,100,2.02,CA,1741814987
325,yangshuo,24.7808,110.4897,19.13,97,100,1.73,CN,1741814987
326,brisas de zicatela,15.8369,-97.0419,31.29,70,20,7.2,MX,1741814988
327,jiazi,22.8779,116.067,21.03,93,100,1.81,CN,1741814988
328,san lawrenz,36.0553,14.204,15.48,92,2,4.23,MT,1741814988
329,yesilli,37.3405,40.8256,12.33,50,0,1.78,TR,1741814988
330,antofagasta,-23.65,-70.4,21.6,81,30,3.78,CL,1741814988
331,port-vila,-17.7338,168.3219,24.78,100,100,1.03,VU,1741814988
332,ampanihy,-24.7,44.75,23.14,92,100,2.33,MG,1741814988
333,al khawr,25.7667,51.3167,19.29,59,32,6.22,QA,1741814988
334,lompoc,34.6391,-120.4579,16.23,67,100,7.72,US,1741814989
335,san ignacio de velasco,-16.3667,-60.95,27.22,84,47,1.6,BO,1741814989
336,bikenibeu village,1.3673,173.1241,27.98,78,20,5.66,KI,1741814989
337,forster,-32.1667,152.5167,19.58,86,16,1.61,AU,1741814989
338,masvingo,-20.0637,30.8277,17.35,95,100,2.75,ZW,1741814989
339,urzhar,47.093,81.6294,-13.56,63,16,3.7,KZ,1741814989
340,nekrasovskoye,57.6766,40.3657,4.94,93,100,2.0,RU,1741814989
341,flying fish cove,-10.4217,105.6791,25.82,94,99,2.57,CX,1741814990
342,pyapon,16.2833,95.6833,23.63,71,100,3.54,MM,1741814990
343,santa vitoria,-18.8386,-50.1214,26.52,63,99,0.31,BR,1741814990
344,labytnangi,66.6572,66.4183,-14.91,86,11,4.08,RU,1741814990
345,smirnovo,54.5125,69.4222,-2.66,86,100,6.89,KZ,1741814990
346,fortaleza,-3.7227,-38.5247,27.9,89,20,3.09,BR,1741814990
347,alzamay,55.5562,98.6644,-9.31,94,100,2.9,RU,1741814990
348,arish,31.1316,33.7984,18.88,70,1,3.01,EG,1741814990
349,morehead city,34.7229,-76.726,21.69,65,0,6.69,US,1741814990
350,virac,13.6333,124.2167,21.52,87,90,4.63,PH,1741814990
351,carora,10.1755,-70.0827,33.88,32,99,3.09,VE,1741814991
352,whitehorse,60.7161,-135.0538,-2.72,62,75,2.06,CA,1741814991
353,timimoun,29.2639,0.231,22.21,20,0,2.57,DZ,1741814991
354,palora,-1.7,-77.9333,25.06,84,95,1.36,EC,1741814991
355,at taj,24.2049,23.2857,23.49,14,29,3.68,LY,1741814991
356,samitah,16.596,42.9444,26.65,72,0,2.42,SA,1741814991
357,alaghsas,17.0187,8.0168,31.47,13,100,1.13,NE,1741814991
358,babu,24.4167,111.5167,21.04,93,13,0.26,CN,1741814991
359,peniche,39.3558,-9.3811,13.45,95,80,7.95,PT,1741814992
360,de aar,-30.6497,24.0123,24.32,35,27,2.13,ZA,1741814992
361,taulaga,-11.0553,-171.0883,28.65,74,13,5.32,AS,1741814992
362,severoural'sk,60.1533,59.952,0.91,91,100,3.05,RU,1741814992
363,magistral'nyy,56.1725,107.4458,-19.3,99,75,1.29,RU,1741814992
364,kani keli,-12.9536,45.1033,26.59,80,100,5.56,YT,1741814992
365,houlton,46.1262,-67.8403,-3.49,39,0,4.63,US,1741814992
366,mar del plata,-38.0023,-57.5575,16.08,61,40,5.66,AR,1741814992
367,zhigalovo,54.8097,105.1578,-16.12,99,99,0.85,RU,1741814992
368,mongoumba,3.6415,18.5936,27.37,36,7,1.36,CF,1741814993
369,hammerfest,70.6634,23.6821,-5.75,73,0,5.14,NO,1741814993
370,kamaishi,39.2667,141.8833,8.43,83,99,2.75,JP,1741814993
371,margate,51.3813,1.3862,4.93,80,43,0.89,GB,1741814993
372,luanda,-8.8368,13.2343,27.0,89,75,3.09,AO,1741814993
373,shaowu,27.3409,117.4831,19.2,97,100,0.84,CN,1741814993
374,bannockburn,56.0898,-3.9109,3.52,79,33,2.21,GB,1741814993
375,tobruk,32.0836,23.9764,20.51,39,16,5.72,LY,1741814994
376,bozdogan,37.6713,28.314,13.47,45,91,2.27,TR,1741814994
377,torghay,49.6339,63.4981,-6.58,93,97,3.77,KZ,1741814994
378,barentu,15.1139,37.5928,24.97,37,58,1.92,ER,1741814994
379,khanpur,28.6453,70.6567,26.09,27,61,4.26,PK,1741814994
380,saudarkrokur,65.7461,-19.6394,-0.99,87,7,4.57,IS,1741814994
381,ad dabbah,18.05,30.95,23.36,14,0,3.82,SD,1741814994
382,kawambwa,-9.7915,29.0791,16.5,91,100,0.91,ZM,1741814994
383,koulikoro,14.0,-7.75,33.7,19,85,3.84,ML,1741814995
384,luninyets,52.2472,26.8047,8.99,79,32,3.31,BY,1741814995
385,tongouson,5.0214,120.1328,26.46,82,84,1.54,PH,1741814995
386,nagqu,31.5,92.0,-5.86,42,77,3.21,CN,1741814995
387,coxim,-18.5067,-54.76,31.59,54,18,3.08,BR,1741814995
388,al manshah,26.4769,31.8035,20.14,26,0,2.06,EG,1741814995
389,zaozersk,69.4005,32.4476,-15.26,99,89,2.42,RU,1741814995
390,sola,-13.8833,167.55,27.88,72,94,3.97,VU,1741814995
391,klaksvik,62.2266,-6.589,4.99,74,100,10.05,FO,1741814995
392,greymouth,-42.4667,171.2,13.99,59,2,3.81,NZ,1741814996
393,crane,31.3974,-102.3501,23.33,18,1,13.41,US,1741814996
394,camocim,-2.9022,-40.8411,25.38,90,100,3.94,BR,1741814996
395,kapuskasing,49.4169,-82.4331,-2.95,74,100,4.12,CA,1741814996
396,sovetskiy,61.3614,63.5842,0.43,99,100,3.25,RU,1741814996
397,trumann,35.6737,-90.5073,23.06,55,0,7.34,US,1741814996
398,ozernyy,55.5802,32.4127,5.12,94,97,2.37,RU,1741814996
399,esquel,-42.9,-71.3167,22.42,30,100,2.14,AR,1741814997
400,belmonte,-15.8631,-38.8828,26.11,75,0,2.98,BR,1741814997
401,quellon,-43.1167,-73.6167,14.79,63,100,3.66,CL,1741814997
402,bodo,67.28,14.405,-3.98,63,0,5.14,NO,1741814997
403,mata-utu,-13.2816,-176.1745,28.58,76,42,5.77,WF,1741814997
404,brokopondo,4.75,-55.1667,26.48,84,98,2.12,SR,1741814997
405,mostaganem,35.9311,0.0892,14.95,78,100,4.6,DZ,1741814997
406,wewak,-3.5534,143.6268,25.33,86,93,1.71,PG,1741814997
407,yichang,30.7144,111.2847,13.96,74,100,1.27,CN,1741814997
408,ban chalong,7.8447,98.339,26.03,78,100,5.49,TH,1741814998
409,piano di sorrento,40.631,14.416,12.25,100,71,6.97,IT,1741814998
410,san mariano,7.5,126.0,20.41,88,5,1.48,PH,1741814998
411,beira,-19.8436,34.8389,26.05,78,100,11.83,MZ,1741814998
412,shalqar,47.8333,59.6,-4.47,89,100,2.54,KZ,1741814998
413,arendal,58.4615,8.7725,-1.77,86,94,5.97,NO,1741814998
414,new norfolk,-42.7826,147.0587,15.4,94,66,1.27,AU,1741814998
415,bechar,31.6167,-2.2167,20.18,26,20,2.57,DZ,1741814998
416,gadzhiyevo,69.2551,33.3362,-11.85,99,87,3.58,RU,1741814998
417,grand falls-windsor,48.9332,-55.6649,2.5,85,100,2.24,CA,1741814999
418,san luis,-33.295,-66.3356,16.88,71,97,4.04,AR,1741814999
419,enriquillo,17.9,-71.2333,26.79,65,49,2.72,DO,1741814999
420,plettenberg bay,-34.0527,23.3716,18.83,94,13,0.73,ZA,1741814999
421,shingu,33.7333,135.9833,11.58,88,73,2.59,JP,1741814999
422,molchanovo,57.5817,83.7692,-16.12,95,56,3.38,RU,1741815000
423,vershino-darasunskiy,52.35,115.5167,-17.05,98,88,1.35,RU,1741815000
424,mukalla,14.5425,49.1242,22.46,64,0,1.04,YE,1741815000
425,kristiansund,63.1115,7.732,0.63,86,100,2.57,NO,1741815000
426,pavlovsk,50.4578,40.1081,10.58,77,100,5.18,RU,1741815000
427,olyokminsk,60.3736,120.4264,-31.22,100,100,0.29,RU,1741815000
428,banbridge,54.35,-6.2833,0.94,92,33,2.33,GB,1741815000
429,minas novas,-17.2186,-42.5903,28.77,41,88,3.39,BR,1741815000
430,frontera,26.9333,-101.45,36.29,10,1,4.47,MX,1741815001
431,cannonvale,-20.2833,148.7,23.66,82,47,6.46,AU,1741815001
432,turan,16.0678,108.2208,24.99,94,75,1.54,VN,1741815001
433,uliastay,47.7417,96.8444,-18.51,93,100,2.39,MN,1741815001
434,nadi,-17.8,177.4167,26.0,83,75,3.09,FJ,1741815001
435,anloga,5.7947,0.8973,28.57,82,100,8.66,GH,1741815001
436,inverloch,-38.6333,145.7167,18.06,83,29,2.96,AU,1741815001
437,inhambane,-23.865,35.3833,23.99,78,75,4.63,MZ,1741815001
438,hualien city,23.9769,121.6044,20.18,99,85,2.4,TW,1741815001
439,raduzhny,62.0961,77.475,-7.57,88,100,8.48,RU,1741814839
440,borba,-4.3878,-59.5939,25.07,96,100,1.38,BR,1741815002
441,wellington,-41.2866,174.7756,13.81,77,75,10.8,NZ,1741814973
442,nassau,40.7507,-73.5829,11.81,45,0,4.12,US,1741815002
443,sirajganj,24.45,89.7167,22.08,70,0,3.91,BD,1741815002
444,houghton,47.1219,-88.569,4.63,71,100,3.09,US,1741815002
445,namibe,-15.1961,12.1522,24.89,81,100,2.58,AO,1741815002
446,gurun,5.8172,100.4738,21.4,93,99,1.35,MY,1741815002
447,mount pearl,47.5166,-52.7813,2.4,72,40,10.29,CA,1741815002
448,hobyo,5.3505,48.5268,25.6,70,38,5.69,SO,1741815003
449,guanica,17.9716,-66.908,29.72,73,73,3.49,PR,1741815003
450,bambanglipuro,-7.95,110.2833,24.03,82,100,1.39,ID,1741815003
451,deqen,29.9618,90.7188,-1.08,50,100,1.85,CN,1741815003
452,wuwei,37.9281,102.6414,2.59,28,0,2.29,CN,1741815003
453,nikolayevsk-on-amure,53.1406,140.73,-7.24,95,100,2.89,RU,1741815003
454,port saint john's,-31.6229,29.5448,21.76,90,17,3.12,ZA,1741815003
455,bacoli,40.7995,14.0783,14.91,86,41,9.99,IT,1741815003
456,yangambi,0.8102,24.4336,22.47,92,89,2.21,CD,1741815004
457,tanumah,27.1,44.1333,16.67,46,0,3.64,SA,1741815004
458,azangaro,-14.9167,-70.2167,10.6,71,100,2.87,PE,1741815004
459,belo,6.1333,10.25,22.96,52,12,0.25,CM,1741815004
460,marsh harbour,26.5412,-77.0636,22.02,64,3,3.37,BS,1741815004
461,port hedland,-20.3167,118.5667,27.03,89,100,3.09,AU,1741815004
462,zouerate,22.7187,-12.4521,21.69,26,0,3.27,MR,1741815004
463,berdigestyakh,62.0989,126.6992,-36.2,100,100,0.44,RU,1741815005
464,hasaki,35.7333,140.8333,14.3,91,100,3.13,JP,1741815005
465,errachidia,31.9275,-4.4285,21.03,23,0,2.57,MA,1741815005
466,salo,45.6086,10.531,10.05,89,100,4.81,IT,1741815005
467,fort st. john,56.2499,-120.8529,-12.06,67,100,2.57,CA,1741815005
468,lazaro cardenas,17.9583,-102.2,28.35,60,6,5.62,MX,1741815005
469,philadelphia,39.9523,-75.1638,16.69,28,0,5.66,US,1741814863
470,ar rutbah,33.0381,40.2848,14.38,53,6,1.24,IQ,1741815005
471,baise city,23.8997,106.6133,21.01,88,51,0.83,CN,1741815005
472,cuatro cienegas de carranza,26.9833,-102.0833,32.05,7,0,7.42,MX,1741815005
473,novodvinsk,64.4165,40.8122,-13.14,100,99,1.37,RU,1741815006
474,hoemul-li,41.4339,129.67,2.86,45,5,3.61,KP,1741815006
475,isola di capo rizzuto,38.96,17.0933,14.58,78,95,4.19,IT,1741815006
476,kitee,62.1,30.15,-9.24,96,100,2.14,FI,1741815006
477,hilo,19.7297,-155.09,25.85,69,40,3.09,US,1741815006
478,broken hill,-31.95,141.4333,25.49,47,8,1.28,AU,1741815006
479,kushiro,42.975,144.3747,1.53,100,100,3.6,JP,1741815006
480,tibiri,13.5627,7.0485,30.09,15,98,4.3,NE,1741815006
481,al hoceima,35.2433,-3.9309,14.57,88,75,1.54,MA,1741815007
482,ad dilam,23.9915,47.1627,21.44,37,100,4.56,SA,1741815007
483,colonia,50.9333,6.95,5.36,82,100,1.85,DE,1741815007
484,berezovyy,51.6667,135.7,-9.12,94,100,2.73,RU,1741815007
485,verkhnevilyuysk,63.4453,120.3167,-35.14,100,95,0.64,RU,1741815007
486,nar'yan-mar,67.6713,53.087,-12.91,95,45,3.23,RU,1741815007
487,lashio,22.9333,97.75,13.72,49,4,0.85,MM,1741815007
488,tomatlan,19.9333,-105.25,31.19,30,64,4.36,MX,1741815007
489,al kharijah,25.4514,30.5464,20.06,20,9,3.95,EG,1741815007
490,tsiombe,-25.3,45.4833,24.75,84,90,5.28,MG,1741815008
491,miles city,46.4083,-105.8406,17.54,22,0,3.6,US,1741815008
492,butembo,0.15,29.2833,16.08,70,69,1.11,CD,1741815008
493,kyren,51.6828,102.1408,-11.8,87,98,0.14,RU,1741815008
494,ulsteinvik,62.3432,5.8487,1.07,90,86,1.61,NO,1741815008
495,sargatskoye,55.6101,73.4972,-9.19,93,100,7.06,RU,1741815008
496,kerema,-7.9631,145.7785,26.14,82,99,0.96,PG,1741815008
497,punta umbria,37.1821,-6.9661,13.51,88,69,6.46,ES,1741815008
498,cidreira,-30.1811,-50.2056,21.53,82,29,2.4,BR,1741815008
499,labrador city,52.9463,-66.9114,-19.05,55,75,6.69,CA,1741815009
500,umm kaddadah,13.6017,26.6876,21.3,11,3,5.76,SD,1741815009
501,teykovo,56.858,40.5369,5.58,97,100,1.4,RU,1741815009
502,aflou,34.1128,2.1023,8.93,69,77,7.7,DZ,1741815009
503,ghat,24.9647,10.1728,24.33,17,45,5.26,LY,1741815009
504,caleta de carquin,-11.0925,-77.6267,23.72,78,35,5.11,PE,1741815009
505,sao felix do xingu,-6.6447,-51.995,23.76,96,74,0.81,BR,1741815009
506,champerico,14.3,-91.9167,29.32,66,74,6.83,GT,1741815010
507,katutura,-22.521,17.0557,19.95,73,95,0.99,NA,1741815010
508,tagiura,32.8817,13.3506,20.99,37,0,0.0,LY,1741815010
509,winkler,49.1817,-97.941,4.12,60,100,2.57,CA,1741815010
510,pacocha,-17.5833,-71.3333,24.08,65,0,7.2,PE,1741815010
511,pedregulho,-20.2569,-47.4767,22.59,71,86,2.55,BR,1741815010
512,santana,-0.0583,-51.1817,28.1,78,75,2.57,BR,1741815010
513,zaraza,9.3503,-65.3245,30.55,52,68,7.36,VE,1741815010
514,ketchikan,55.3422,-131.6461,7.41,60,0,4.12,US,1741815011
515,viedma,-40.8135,-62.9967,19.78,33,28,7.62,AR,1741815004
516,mezhdurechensk,53.6942,88.0603,-18.79,100,100,1.24,RU,1741815011
517,mejit,10.2753,170.8646,26.67,79,43,9.24,MH,1741815011
518,anaconda,46.1285,-112.9423,8.35,55,84,6.93,US,1741815011
519,maitum,6.0392,124.4986,24.53,74,89,2.23,PH,1741815011
520,port blair,11.6667,92.75,26.02,89,20,1.03,IN,1741815011
521,meulaboh,4.1363,96.1285,25.55,88,100,1.79,ID,1741815011
522,ballito,-29.539,31.2144,23.08,83,75,1.03,ZA,1741815012
523,prado,-17.3411,-39.2208,26.13,81,0,3.86,BR,1741815012
524,meung-sur-loire,47.8312,1.6958,5.62,76,100,3.6,FR,1741815012
525,longonjo,-12.9067,15.2533,18.62,93,100,1.26,AO,1741815012
526,banda aceh,5.5577,95.3222,26.34,83,100,4.38,ID,1741815012
527,lander,42.833,-108.7307,12.45,24,0,7.72,US,1741815012
528,goondiwindi,-28.55,150.3167,22.41,69,0,4.15,AU,1741815012
529,kapiri mposhi,-13.9652,28.6809,16.98,99,100,1.33,ZM,1741815013
530,winona,43.9666,-91.7668,14.0,35,0,0.0,US,1741815013
531,saint-francois,46.4154,3.9054,5.93,100,100,4.12,FR,1741815013
532,betio village,1.358,172.9211,28.02,86,22,7.21,KI,1741815013
533,nemuro,43.3236,145.575,1.44,89,100,7.12,JP,1741815013
534,tocopilla,-22.092,-70.1979,22.73,75,29,3.73,CL,1741815013
535,chibougamau,49.9168,-74.3659,-11.21,48,0,2.06,CA,1741815013
536,madimba,-10.4,40.3333,26.54,87,89,3.23,TZ,1741815013
537,ceeldheer,3.8488,47.1806,25.39,69,100,6.03,SO,1741815002
538,huarmey,-10.0681,-78.1522,24.04,74,70,4.68,PE,1741815014
539,howrah,22.5892,88.3103,26.0,89,0,3.09,IN,1741815014
540,rongelap,11.1635,166.8941,26.84,81,52,8.92,MH,1741815014
541,seririt,-8.1928,114.9388,24.89,89,94,1.78,ID,1741815014
542,broome,42.2506,-75.833,6.29,31,100,3.6,US,1741815014
543,chulym,55.0997,80.9572,-19.6,100,99,3.62,RU,1741815014
544,novyy urengoy,66.0833,76.6333,-5.16,94,100,10.35,RU,1741815014
545,coronel suarez,-37.4547,-61.9334,15.01,65,71,3.39,AR,1741815015
546,darnah,32.767,22.6367,21.41,33,68,5.23,LY,1741815015
547,vilyuysk,63.7553,121.6247,-35.22,100,94,0.43,RU,1741815015
548,banikoara,11.2985,2.4386,33.83,18,99,2.03,BJ,1741815015
549,pudozh,61.8099,36.5345,-11.56,97,99,2.12,RU,1741815015
550,carrigaline,51.8117,-8.3986,5.94,65,40,4.12,IE,1741815015
551,askoy,60.4092,5.226,2.09,80,0,1.54,NO,1741815015
552,ulety,51.3572,112.4849,-17.13,96,27,1.69,RU,1741815015
553,tilcara,-23.5776,-65.3509,7.84,97,100,2.9,AR,1741815016
554,sao vicente,-23.9631,-46.3919,24.98,26,75,1.03,BR,1741815016
555,nesebar,42.7833,27.7333,12.49,58,100,8.11,BG,1741815016
556,san patricio,28.017,-97.5169,29.97,42,0,6.88,US,1741815016
557,cobija,-11.0267,-68.7692,25.1,94,100,3.09,BO,1741815016
558,lobito,-12.3481,13.5456,26.79,82,86,2.93,AO,1741815016
559,carutapera,-1.195,-46.02,24.17,94,12,2.2,BR,1741815016
560,mahaddayweyne,2.9726,45.5347,25.14,70,100,5.38,SO,1741815016
561,indramayu,-6.3264,108.32,25.88,86,52,1.71,ID,1741815016
562,narasannapeta,18.4167,84.05,22.38,89,96,2.41,IN,1741815017
563,harper,4.375,-7.7169,27.22,87,100,4.98,LR,1741815017
564,kampot,10.6167,104.1833,25.57,79,96,2.17,KH,1741815017
565,odda,60.0691,6.5457,-9.19,84,15,3.39,NO,1741815017
566,dakhla,23.6848,-15.958,18.01,88,40,4.63,EH,1741815017
567,bardai,11.65,7.2333,28.06,15,100,3.88,NG,1741815017
568,xilin hot,43.9667,116.0333,-4.91,46,80,1.79,CN,1741815017
569,kayangel,8.0823,134.7173,27.79,79,90,8.1,PW,1741815017
570,emkhomazi,-30.2067,30.7978,22.31,87,100,3.58,ZA,1741815017
571,selfoss,63.9331,-20.9971,1.35,89,3,3.09,IS,1741815018
572,riyadh,24.6877,46.7219,20.5,40,85,5.75,SA,1741814759
573,wichita falls,33.9137,-98.4934,28.47,13,0,8.23,US,1741815018
574,yeppoon,-23.1333,150.7333,24.86,80,58,7.13,AU,1741815018
575,puerto madero,14.7208,-92.4215,32.11,58,20,5.14,MX,1741815018
576,aswan,24.0934,32.907,24.61,27,0,2.06,EG,1741815018
577,pangody,65.85,74.4859,-3.36,96,100,9.3,RU,1741815018
578,cruzeiro do sul,-29.5128,-51.9853,26.4,72,60,2.32,BR,1741815018
579,ash shafa,21.0694,40.3119,13.46,72,0,0.85,SA,1741815019
580,sirjan,29.452,55.6814,11.12,48,1,2.91,IR,1741815019
581,menongue,-14.6585,17.691,17.79,93,83,1.46,AO,1741815019
582,garbahaarrey,3.3289,42.2209,27.94,63,100,8.5,SO,1741815019
583,jamtara,23.95,86.8,22.81,26,1,0.9,IN,1741815019
